well_id,datetime,head_m
PW_115,2024-09-18T19:00:00Z,534.4369
PW_115,2024-09-18T19:15:00Z,534.4971
PW_115,2024-09-18T19:30:00Z,534.4929999999999
PW_115,2024-09-18T19:45:00Z,534.5698
PW_115,2024-09-18T20:00:00Z,534.6521
PW_115,2024-09-18T20:15:00Z,534.5264
PW_115,2024-09-18T20:30:00Z,534.7678999999999
PW_115,2024-09-18T20:45:00Z,534.7604
PW_115,2024-09-18T21:00:00Z,534.8789
PW_115,2024-09-18T21:15:00Z,534.9134
PW_115,2024-09-18T21:30:00Z,534.9997
PW_115,2024-09-18T21:45:00Z,534.8635
PW_115,2024-09-18T22:00:00Z,535.0514
PW_115,2024-09-18T22:15:00Z,535.2221
PW_115,2024-09-18T22:30:00Z,533.2031
PW_115,2024-09-18T22:45:00Z,533.3772
PW_115,2024-09-18T23:00:00Z,533.4687
PW_115,2024-09-18T23:15:00Z,533.4598
PW_115,2024-09-18T23:30:00Z,533.4026
PW_115,2024-09-18T23:45:00Z,533.5939
PW_115,2024-09-19T00:00:00Z,533.6623
PW_115,2024-09-19T00:15:00Z,533.7522
PW_115,2024-09-19T00:30:00Z,533.8061
PW_115,2024-09-19T00:45:00Z,533.8782
PW_115,2024-09-19T01:00:00Z,533.8974
PW_115,2024-09-19T01:15:00Z,533.989
PW_115,2024-09-19T01:30:00Z,534.0261
PW_115,2024-09-19T01:45:00Z,534.0049
PW_115,2024-09-19T02:00:00Z,534.04
PW_115,2024-09-19T02:15:00Z,534.0728
PW_115,2024-09-19T02:30:00Z,534.0771
PW_115,2024-09-19T02:45:00Z,534.1374
PW_115,2024-09-19T03:00:00Z,534.1278
PW_115,2024-09-19T03:15:00Z,534.1148
PW_115,2024-09-19T03:30:00Z,534.1408
PW_115,2024-09-19T03:45:00Z,534.1283999999999
PW_115,2024-09-19T04:00:00Z,535.7755999999999
PW_115,2024-09-19T04:15:00Z,535.9254999999999
PW_115,2024-09-19T04:30:00Z,536.0095
PW_115,2024-09-19T04:45:00Z,536.0506
PW_115,2024-09-19T05:00:00Z,536.016
PW_115,2024-09-19T05:15:00Z,536.069
PW_115,2024-09-19T05:30:00Z,536.0013
PW_115,2024-09-19T05:45:00Z,535.9639
PW_115,2024-09-19T06:00:00Z,535.7219
PW_115,2024-09-19T06:15:00Z,535.4307
PW_115,2024-09-19T06:30:00Z,535.2905
PW_115,2024-09-19T06:45:00Z,535.0821
PW_115,2024-09-19T07:00:00Z,535.0264999999999
PW_115,2024-09-19T07:15:00Z,534.627
PW_115,2024-09-19T07:30:00Z,534.6783
PW_115,2024-09-19T07:45:00Z,534.5791
PW_115,2024-09-19T08:00:00Z,534.599
PW_115,2024-09-19T08:15:00Z,534.3117
PW_115,2024-09-19T08:30:00Z,534.1360999999999
PW_115,2024-09-19T08:45:00Z,533.9066
PW_115,2024-09-19T09:00:00Z,533.9132999999999
PW_115,2024-09-19T09:15:00Z,534.0189
PW_115,2024-09-19T09:30:00Z,533.8822
PW_115,2024-09-19T09:45:00Z,533.7522
PW_115,2024-09-19T10:00:00Z,533.8252
PW_115,2024-09-19T10:15:00Z,533.9171
PW_115,2024-09-19T10:30:00Z,533.8974
PW_115,2024-09-19T10:45:00Z,534.0262
PW_115,2024-09-19T11:00:00Z,533.9366
PW_115,2024-09-19T11:15:00Z,533.9558
PW_115,2024-09-19T11:30:00Z,533.8858
PW_115,2024-09-19T11:45:00Z,534.0254
PW_115,2024-09-19T12:00:00Z,534.0285
PW_115,2024-09-19T12:15:00Z,534.0793
PW_115,2024-09-19T12:30:00Z,534.0028
PW_115,2024-09-19T12:45:00Z,534.1811
PW_115,2024-09-19T13:00:00Z,534.1786
PW_115,2024-09-19T13:15:00Z,534.241
PW_115,2024-09-19T13:30:00Z,534.1976999999999
PW_115,2024-09-19T13:45:00Z,534.1365
PW_115,2024-09-19T14:00:00Z,534.2675
PW_115,2024-09-19T14:15:00Z,534.2484
PW_115,2024-09-19T14:30:00Z,534.1921
PW_115,2024-09-19T14:45:00Z,534.1786999999999
PW_115,2024-09-19T15:00:00Z,533.9881
PW_115,2024-09-19T15:15:00Z,534.2161
PW_115,2024-09-19T15:30:00Z,534.1496999999999
PW_115,2024-09-19T15:45:00Z,534.2207
PW_115,2024-09-19T16:00:00Z,534.1611
PW_115,2024-09-19T16:15:00Z,534.1405
PW_115,2024-09-19T16:30:00Z,534.0498
PW_115,2024-09-19T16:45:00Z,534.0031
PW_115,2024-09-19T17:00:00Z,534.2411999999999
PW_115,2024-09-19T17:15:00Z,534.2579
PW_115,2024-09-19T17:30:00Z,534.1644
PW_115,2024-09-19T17:45:00Z,534.2112
PW_115,2024-09-19T18:00:00Z,534.1441
PW_115,2024-09-19T18:15:00Z,534.1928
PW_115,2024-09-19T18:30:00Z,534.1166
PW_115,2024-09-19T18:45:00Z,534.2739
PW_115,2024-09-19T19:00:00Z,534.3442
PW_115,2024-09-19T19:15:00Z,534.3122999999999
PW_115,2024-09-19T19:30:00Z,534.2189999999999
PW_115,2024-09-19T19:45:00Z,534.403
PW_115,2024-09-19T20:00:00Z,534.5651
PW_115,2024-09-19T20:15:00Z,534.6247999999999
PW_115,2024-09-19T20:30:00Z,533.2252
PW_115,2024-09-19T20:45:00Z,532.8081999999999
PW_115,2024-09-19T21:00:00Z,532.8445
PW_115,2024-09-19T21:15:00Z,532.8106
PW_115,2024-09-19T21:30:00Z,532.8225
PW_115,2024-09-19T21:45:00Z,532.8521
PW_115,2024-09-19T22:00:00Z,532.8268
PW_115,2024-09-19T22:15:00Z,532.7614
PW_115,2024-09-19T22:30:00Z,532.7675
PW_115,2024-09-19T22:45:00Z,532.8814
PW_115,2024-09-19T23:00:00Z,532.9508
PW_115,2024-09-19T23:15:00Z,533.0476
PW_115,2024-09-19T23:30:00Z,533.0914
PW_115,2024-09-19T23:45:00Z,533.0421
PW_115,2024-09-20T00:00:00Z,533.2092
PW_115,2024-09-20T00:15:00Z,533.2632
PW_115,2024-09-20T00:30:00Z,533.3452
PW_115,2024-09-20T00:45:00Z,533.3609
PW_115,2024-09-20T01:00:00Z,533.3816
PW_115,2024-09-20T01:15:00Z,533.4509
PW_115,2024-09-20T01:30:00Z,533.4824
PW_115,2024-09-20T01:45:00Z,533.5257
PW_115,2024-09-20T02:00:00Z,533.5365
PW_115,2024-09-20T02:15:00Z,533.5899
PW_115,2024-09-20T02:30:00Z,533.6179
PW_115,2024-09-20T02:45:00Z,533.6281
PW_115,2024-09-20T03:00:00Z,533.6333999999999
PW_115,2024-09-20T03:15:00Z,533.6749
PW_115,2024-09-20T03:30:00Z,533.7097
PW_115,2024-09-20T03:45:00Z,533.726
PW_115,2024-09-20T04:00:00Z,535.3626
PW_115,2024-09-20T04:15:00Z,535.5244
PW_115,2024-09-20T04:30:00Z,535.6107
PW_115,2024-09-20T04:45:00Z,535.6604
PW_115,2024-09-20T05:00:00Z,535.6517
PW_115,2024-09-20T05:15:00Z,535.639
PW_115,2024-09-20T05:30:00Z,535.681
PW_115,2024-09-20T05:45:00Z,535.2631
PW_115,2024-09-20T06:00:00Z,535.2964
PW_115,2024-09-20T06:15:00Z,535.1161999999999
PW_115,2024-09-20T06:30:00Z,534.9745
PW_115,2024-09-20T06:45:00Z,534.7805
PW_115,2024-09-20T07:00:00Z,534.4845
PW_115,2024-09-20T07:15:00Z,534.4363
PW_115,2024-09-20T07:30:00Z,534.4054
PW_115,2024-09-20T07:45:00Z,534.2641
PW_115,2024-09-20T08:00:00Z,534.0744
PW_115,2024-09-20T08:45:00Z,533.6573999999999
PW_115,2024-09-20T09:00:00Z,533.6203
PW_115,2024-09-20T09:15:00Z,533.6236
PW_115,2024-09-20T09:30:00Z,533.6393
PW_115,2024-09-20T09:45:00Z,533.3765999999999
PW_115,2024-09-20T10:00:00Z,533.4147
PW_115,2024-09-20T10:15:00Z,533.4278
PW_115,2024-09-20T10:30:00Z,533.4728
PW_115,2024-09-20T10:45:00Z,533.5243
PW_115,2024-09-20T11:00:00Z,533.5119
PW_115,2024-09-20T11:15:00Z,533.5738
PW_115,2024-09-20T11:30:00Z,533.6139
PW_115,2024-09-20T11:45:00Z,533.4801
PW_115,2024-09-20T12:00:00Z,533.677
PW_115,2024-09-20T12:15:00Z,533.7338
PW_115,2024-09-20T12:30:00Z,533.7982
PW_115,2024-09-20T12:45:00Z,533.8434
PW_115,2024-09-20T13:00:00Z,533.7922
PW_115,2024-09-20T13:15:00Z,533.713
PW_115,2024-09-20T13:30:00Z,533.8287
PW_115,2024-09-20T13:45:00Z,533.7369
PW_115,2024-09-20T14:00:00Z,533.6166
PW_115,2024-09-20T14:15:00Z,533.7168
PW_115,2024-09-20T14:30:00Z,533.659
PW_115,2024-09-20T14:45:00Z,533.6142
PW_115,2024-09-20T15:00:00Z,533.6861
PW_115,2024-09-20T15:15:00Z,533.6485
PW_115,2024-09-20T15:30:00Z,533.5902
PW_115,2024-09-20T15:45:00Z,533.5409999999999
PW_115,2024-09-20T16:00:00Z,533.5471
PW_115,2024-09-20T16:15:00Z,533.55
PW_115,2024-09-20T16:30:00Z,533.6236
PW_115,2024-09-20T16:45:00Z,533.4396
PW_115,2024-09-20T17:00:00Z,533.4021
PW_115,2024-09-20T17:15:00Z,533.4777
PW_115,2024-09-20T17:30:00Z,533.554
PW_115,2024-09-20T17:45:00Z,533.5742
PW_115,2024-09-20T18:00:00Z,533.394
PW_115,2024-09-20T18:15:00Z,533.4949
PW_115,2024-09-20T18:30:00Z,533.4557
PW_115,2024-09-20T18:45:00Z,533.6553
PW_115,2024-09-20T19:00:00Z,533.7794
PW_115,2024-09-20T19:15:00Z,533.8583
PW_115,2024-09-20T19:30:00Z,533.7947
PW_115,2024-09-20T19:45:00Z,533.8841
PW_115,2024-09-20T20:00:00Z,534.0429
PW_115,2024-09-20T20:15:00Z,534.1205
PW_115,2024-09-20T20:30:00Z,534.1936
PW_115,2024-09-20T20:45:00Z,534.1786999999999
PW_115,2024-09-20T21:00:00Z,534.0728
PW_115,2024-09-20T21:15:00Z,534.3877
PW_115,2024-09-20T21:30:00Z,534.477
PW_115,2024-09-20T21:45:00Z,534.5407
PW_115,2024-09-20T22:00:00Z,533.0627
PW_115,2024-09-20T22:15:00Z,532.7039
PW_115,2024-09-20T22:30:00Z,532.7768
PW_115,2024-09-20T22:45:00Z,532.8059
PW_115,2024-09-20T23:00:00Z,532.7874
PW_115,2024-09-20T23:15:00Z,532.8225
PW_115,2024-09-20T23:30:00Z,532.9045
PW_115,2024-09-20T23:45:00Z,532.8964
PW_115,2024-09-21T00:00:00Z,532.9474
PW_115,2024-09-21T00:15:00Z,532.8868
PW_115,2024-09-21T00:30:00Z,533.0061
PW_115,2024-09-21T00:45:00Z,533.078
PW_115,2024-09-21T01:00:00Z,533.0969
PW_115,2024-09-21T01:15:00Z,533.1788
PW_115,2024-09-21T01:30:00Z,533.221
PW_115,2024-09-21T01:45:00Z,533.2314
PW_115,2024-09-21T02:00:00Z,533.2737
PW_115,2024-09-21T02:15:00Z,533.3163
PW_115,2024-09-21T02:30:00Z,533.3532
PW_115,2024-09-21T02:45:00Z,533.3487
PW_115,2024-09-21T03:00:00Z,533.3832
PW_115,2024-09-21T03:15:00Z,533.3437
PW_115,2024-09-21T03:30:00Z,533.4433
PW_115,2024-09-21T03:45:00Z,533.4498
PW_115,2024-09-21T04:00:00Z,534.9414
PW_115,2024-09-21T04:15:00Z,535.1691
PW_115,2024-09-21T04:30:00Z,535.2733
PW_115,2024-09-21T04:45:00Z,535.3266
PW_115,2024-09-21T05:00:00Z,535.4023
PW_115,2024-09-21T05:15:00Z,535.3815
PW_115,2024-09-21T05:30:00Z,535.4272
PW_115,2024-09-21T05:45:00Z,535.2079
PW_115,2024-09-21T06:00:00Z,535.2779
PW_115,2024-09-21T06:15:00Z,535.0405
PW_115,2024-09-21T06:30:00Z,534.8981
PW_115,2024-09-21T06:45:00Z,534.6955
PW_115,2024-09-21T07:00:00Z,534.4872
PW_115,2024-09-21T07:15:00Z,534.4483
PW_115,2024-09-21T07:30:00Z,534.1921
PW_115,2024-09-21T07:45:00Z,534.0391999999999
PW_115,2024-09-21T08:00:00Z,533.7225999999999
PW_115,2024-09-21T08:15:00Z,533.778
PW_115,2024-09-21T08:30:00Z,533.7469
PW_115,2024-09-21T08:45:00Z,533.6173
PW_115,2024-09-21T09:00:00Z,533.5851
PW_115,2024-09-21T09:15:00Z,533.3763
PW_115,2024-09-21T09:30:00Z,533.2663
PW_115,2024-09-21T09:45:00Z,533.4168999999999
PW_115,2024-09-21T10:00:00Z,533.4338
PW_115,2024-09-21T10:15:00Z,533.3493
PW_115,2024-09-21T10:30:00Z,533.3447
PW_115,2024-09-21T10:45:00Z,533.0667
PW_115,2024-09-21T11:00:00Z,533.1445
PW_115,2024-09-21T11:15:00Z,533.2116
PW_115,2024-09-21T11:30:00Z,533.0909
PW_115,2024-09-21T11:45:00Z,532.9303
PW_115,2024-09-21T12:00:00Z,533.254
PW_115,2024-09-21T12:15:00Z,533.1095
PW_115,2024-09-21T12:30:00Z,533.2115
PW_115,2024-09-21T12:45:00Z,533.2889
PW_115,2024-09-21T13:00:00Z,533.2741
PW_115,2024-09-21T13:15:00Z,533.326
PW_115,2024-09-21T13:30:00Z,533.2343999999999
PW_115,2024-09-21T13:45:00Z,533.2845
PW_115,2024-09-21T14:00:00Z,533.3207
PW_115,2024-09-21T14:15:00Z,533.394
PW_115,2024-09-21T14:30:00Z,533.4508
PW_115,2024-09-21T14:45:00Z,533.4093
PW_115,2024-09-21T15:00:00Z,533.2837
PW_115,2024-09-21T15:15:00Z,533.1084999999999
PW_115,2024-09-21T15:30:00Z,533.3274
PW_115,2024-09-21T15:45:00Z,533.2629
PW_115,2024-09-21T16:00:00Z,533.3305
PW_115,2024-09-21T16:15:00Z,533.3823
PW_115,2024-09-21T16:30:00Z,533.2095
PW_115,2024-09-21T16:45:00Z,533.3751
PW_115,2024-09-21T17:00:00Z,533.376
PW_115,2024-09-21T17:15:00Z,533.3937
PW_115,2024-09-21T17:30:00Z,533.5062
PW_115,2024-09-21T17:45:00Z,533.359
PW_115,2024-09-21T18:00:00Z,533.2922
PW_115,2024-09-21T18:15:00Z,533.5343
PW_115,2024-09-21T18:30:00Z,533.622
PW_115,2024-09-21T18:45:00Z,533.7139
PW_115,2024-09-21T19:00:00Z,533.6578
PW_115,2024-09-21T19:15:00Z,533.8755
PW_115,2024-09-21T19:30:00Z,533.9597
PW_115,2024-09-21T19:45:00Z,534.0726999999999
PW_115,2024-09-21T20:00:00Z,534.0909
PW_115,2024-09-21T20:15:00Z,534.2438
PW_115,2024-09-21T20:30:00Z,534.2636
PW_115,2024-09-21T20:45:00Z,534.1951
PW_115,2024-09-21T21:00:00Z,533.6188999999999
PW_115,2024-09-21T21:15:00Z,532.9786
PW_115,2024-09-21T21:30:00Z,532.9739
PW_115,2024-09-21T21:45:00Z,532.9684
PW_115,2024-09-21T22:00:00Z,532.9894
PW_115,2024-09-21T22:15:00Z,532.9967
PW_115,2024-09-21T22:30:00Z,532.9311
PW_115,2024-09-21T22:45:00Z,533.0579
PW_115,2024-09-21T23:00:00Z,533.1144
PW_115,2024-09-21T23:15:00Z,533.134
PW_115,2024-09-21T23:30:00Z,533.1765
PW_115,2024-09-21T23:45:00Z,533.2112999999999
PW_115,2024-09-22T00:00:00Z,533.2706
PW_115,2024-09-22T00:15:00Z,533.3045999999999
PW_115,2024-09-22T00:30:00Z,533.2926
PW_115,2024-09-22T00:45:00Z,533.3661999999999
PW_115,2024-09-22T01:00:00Z,533.4172
PW_115,2024-09-22T01:15:00Z,533.4449999999999
PW_115,2024-09-22T01:30:00Z,533.4864
PW_115,2024-09-22T01:45:00Z,533.5153
PW_115,2024-09-22T02:00:00Z,533.535
PW_115,2024-09-22T02:15:00Z,533.5696
PW_115,2024-09-22T02:30:00Z,533.6027
PW_115,2024-09-22T02:45:00Z,533.6058
PW_115,2024-09-22T03:00:00Z,533.5882
PW_115,2024-09-22T03:15:00Z,533.6114
PW_115,2024-09-22T03:30:00Z,533.6632999999999
PW_115,2024-09-22T03:45:00Z,533.7242
PW_115,2024-09-22T04:00:00Z,533.7847
PW_115,2024-09-22T04:15:00Z,535.284
PW_115,2024-09-22T04:30:00Z,535.3915
PW_115,2024-09-22T04:45:00Z,535.4688
PW_115,2024-09-22T05:00:00Z,535.5104
PW_115,2024-09-22T05:15:00Z,535.5897
PW_115,2024-09-22T05:30:00Z,535.5595
PW_115,2024-09-22T05:45:00Z,535.3425
PW_115,2024-09-22T06:00:00Z,535.5067
PW_115,2024-09-22T06:15:00Z,535.4942
PW_115,2024-09-22T06:30:00Z,535.4205
PW_115,2024-09-22T06:45:00Z,535.2388
PW_115,2024-09-22T07:00:00Z,535.1732
PW_115,2024-09-22T07:15:00Z,535.1542
PW_115,2024-09-22T07:30:00Z,534.9597
PW_115,2024-09-22T07:45:00Z,534.7772
PW_115,2024-09-22T08:00:00Z,534.6421
PW_115,2024-09-22T08:15:00Z,534.6458
PW_115,2024-09-22T08:30:00Z,534.4328
PW_115,2024-09-22T08:45:00Z,534.4049
PW_115,2024-09-22T09:00:00Z,534.2914
PW_115,2024-09-22T09:15:00Z,534.1117
PW_115,2024-09-22T09:30:00Z,533.9656
PW_115,2024-09-22T09:45:00Z,533.9399999999999
PW_115,2024-09-22T10:00:00Z,533.8654
PW_115,2024-09-22T10:15:00Z,533.6607
PW_115,2024-09-22T10:30:00Z,533.6632999999999
PW_115,2024-09-22T10:45:00Z,533.6148
PW_115,2024-09-22T11:00:00Z,533.5918
PW_115,2024-09-22T11:15:00Z,533.632
PW_115,2024-09-22T11:30:00Z,533.4809
PW_115,2024-09-22T11:45:00Z,533.5408
PW_115,2024-09-22T12:00:00Z,533.5888
PW_115,2024-09-22T12:15:00Z,533.6925
PW_115,2024-09-22T12:30:00Z,533.6307
PW_115,2024-09-22T12:45:00Z,533.6623
PW_115,2024-09-22T13:00:00Z,533.8092
PW_115,2024-09-22T13:15:00Z,533.8168
PW_115,2024-09-22T13:30:00Z,533.9227
PW_115,2024-09-22T13:45:00Z,534.0578
PW_115,2024-09-22T14:00:00Z,534.0928
PW_115,2024-09-22T14:15:00Z,534.0384
PW_115,2024-09-22T14:30:00Z,534.2721
PW_115,2024-09-22T14:45:00Z,534.2709
PW_115,2024-09-22T15:00:00Z,534.3627
PW_115,2024-09-22T15:15:00Z,534.3634
PW_115,2024-09-22T15:30:00Z,534.331
PW_115,2024-09-22T15:45:00Z,534.2286
PW_115,2024-09-22T16:00:00Z,534.3486
PW_115,2024-09-22T16:15:00Z,534.2537
PW_115,2024-09-22T16:30:00Z,534.3878
PW_115,2024-09-22T16:45:00Z,534.2636
PW_115,2024-09-22T17:00:00Z,534.088
PW_115,2024-09-22T17:15:00Z,534.2732
PW_115,2024-09-22T17:30:00Z,534.1543
PW_115,2024-09-22T17:45:00Z,534.138
PW_115,2024-09-22T18:00:00Z,534.0806
PW_115,2024-09-22T18:15:00Z,534.1299
PW_115,2024-09-22T18:30:00Z,534.054
PW_115,2024-09-22T18:45:00Z,534.0168
PW_115,2024-09-22T19:00:00Z,534.3136
PW_115,2024-09-22T19:15:00Z,534.3624
PW_115,2024-09-22T19:30:00Z,534.4815
PW_115,2024-09-22T19:45:00Z,534.5294
PW_115,2024-09-22T20:00:00Z,534.354
PW_115,2024-09-22T20:15:00Z,534.4897
PW_115,2024-09-22T20:30:00Z,534.557
PW_115,2024-09-22T20:45:00Z,533.1049
PW_115,2024-09-22T21:00:00Z,533.0308
PW_115,2024-09-22T21:15:00Z,533.0431
PW_115,2024-09-22T21:30:00Z,532.9366
PW_115,2024-09-22T21:45:00Z,533.0292
PW_115,2024-09-22T22:00:00Z,533.0476
PW_115,2024-09-22T22:15:00Z,533.1265
PW_115,2024-09-22T22:30:00Z,533.2074
PW_115,2024-09-22T22:45:00Z,533.2422
PW_115,2024-09-22T23:00:00Z,533.2938
PW_115,2024-09-22T23:15:00Z,533.3323
PW_115,2024-09-22T23:30:00Z,533.2925
PW_115,2024-09-22T23:45:00Z,533.4152
PW_115,2024-09-23T00:00:00Z,533.5358
PW_115,2024-09-23T00:15:00Z,533.5452
PW_115,2024-09-23T00:30:00Z,533.6132
PW_115,2024-09-23T00:45:00Z,533.6399
PW_115,2024-09-23T01:00:00Z,533.6994
PW_115,2024-09-23T01:15:00Z,533.7316
PW_115,2024-09-23T01:30:00Z,533.7819
PW_115,2024-09-23T01:45:00Z,533.777
PW_115,2024-09-23T02:00:00Z,533.828
PW_115,2024-09-23T02:15:00Z,533.8845
PW_115,2024-09-23T02:30:00Z,533.8472
PW_115,2024-09-23T02:45:00Z,533.8423
PW_115,2024-09-23T03:00:00Z,533.8567
PW_115,2024-09-23T03:15:00Z,533.9227999999999
PW_115,2024-09-23T03:30:00Z,533.9368
PW_115,2024-09-23T03:45:00Z,533.93
PW_115,2024-09-23T04:00:00Z,535.389
PW_115,2024-09-23T04:15:00Z,535.5683
PW_115,2024-09-23T04:30:00Z,535.6356
PW_115,2024-09-23T04:45:00Z,535.6901
PW_115,2024-09-23T05:00:00Z,535.6625
PW_115,2024-09-23T05:15:00Z,535.6553
PW_115,2024-09-23T05:30:00Z,535.6084999999999
PW_115,2024-09-23T05:45:00Z,535.2631
PW_115,2024-09-23T06:00:00Z,535.2755999999999
PW_115,2024-09-23T06:15:00Z,534.9649
PW_115,2024-09-23T06:30:00Z,534.7942
PW_115,2024-09-23T06:45:00Z,534.6526
